idx,Variable,Unit,r21m42,r21m42_unit,factor,Comment,Category,Definition,available,source,quality,useful
437,Emissions|OC|Energy|Demand|Transportation,Mt OC/yr,Emi|OC|Energy Demand|Transport,Mt OC/yr,,,Emissions,"organic carbon emissions from fuel combustion in transportation sector (IPCC category 1A3), excluding pipeline emissions (IPCC category 1A3ei)",yes,endogenous,medium,no
438,Emissions|OC|Energy|Demand|Transportation|Freight,Mt OC/yr,,,,,Emissions,"OC emissions from fuel combustion in Freight transportation sector (part of IPCC category 1A3), excluding pipeline emissions (IPCC category 1A3ei)",,,,no
439,Emissions|OC|Energy|Demand|Transportation|Passenger,Mt OC/yr,,,,,Emissions,"OC emissions from fuel combustion in Passenger transportation sector (part of IPCC category 1A3), excluding pipeline emissions (IPCC category 1A3ei)",,,,no
440,Emissions|OC|Energy|Supply,Mt OC/yr,Emi|OC|Energy Supply,Mt OC/yr,,,Emissions,"organic carbon emissions from fuel combustion and fugitive emissions from fuels: electricity and heat production and distribution (IPCC category 1A1a), other energy conversion (e.g. refineries, synfuel production, solid fuel prorganic carbonessing, IPCC category 1Ab, 1Ac), incl. pipeline transportation (IPCC category 1A3ei), fugitive emissions from fuels (IPCC category 1B) and emissions from carbon dioxide transport and storage (IPCC category 1C)",yes,endogenous,medium,no
441,Emissions|OC|Industrial Processes,Mt OC/yr,,,,,Emissions,OC emissions from industrial processes,,,,no
442,Emissions|OC|Other,Mt OC/yr,,,,,Emissions,organic carbon emissions from other sources (please provide a definition of other sources in this category in the 'comments' tab),,,,no
443,Emissions|OC|Waste,Mt OC/yr,Emi|OC|Waste,Mt OC/yr,,,Emissions,,yes,endogenous,medium,no
444,Emissions|PFC,kt CF4-equiv/yr,Emi|PFC,kt CF4-equiv/yr,,,Emissions,"total emissions of perfluorocarbons (PFCs), provided as aggregate CF4-equivalents",yes,endogenous,low,no
445,Emissions|PFC|C2F6,kt C2F6/yr,,,,,Emissions,total emissions of C2F6,,,,no
446,Emissions|PFC|C6F14,kt C6F14/yr,,,,,Emissions,total emissions of CF6F14,,,,no
447,Emissions|PFC|CF4,kt CF4/yr,,,,,Emissions,total emissions of CF4,,,,no
448,Emissions|PFC|Industrial Processes|Non-ferrous metals,kt CF4-equiv/yr,,,,,Emissions,"PFC emissions from industrial processes (excl. fuel combustion IPCC 1A2) in the non-ferrous metals sector  (IPCC categories 2A, B, C, E)",,,,no
449,Emissions|PFC|Industrial Processes|Other,kt CF4-equiv/yr,,,,,Emissions,"PFC emissions from industrial processes (excl. fuel combustion IPCC 1A2) in the other sector (All other production, please specify in comments tab) (IPCC categories 2A, B, C, E)",,,,no
450,Emissions|PFC|Industrial Processes|Steel,kt CF4-equiv/yr,,,,,Emissions,"PFC emissions from industrial processes (excl. fuel combustion IPCC 1A2) in the steel sector  (IPCC categories 2A, B, C, E)",,,,no
451,Emissions|SF6,kt SF6/yr,Emi|SF6,kt SF6/yr,,,Emissions,total emissions of sulfur hexafluoride (SF6),yes,endogenous,low,no
452,Emissions|SF6|AFOLU,kt SF6/yr,,,,,Emissions,"SF6 emissions from agriculture, forestry and other land use (IPCC category 3)",,,,no
453,Emissions|SF6|AFOLU|Agriculture,kt SF6/yr,,,,,Emissions,SF6|AFOLU|Agric emissions from agriculture,,,,no
454,Emissions|SF6|AFOLU|Land,kt SF6/yr,,,,,Emissions,SF6|AFOL emissions from forestry and other land use,,,,no
455,Emissions|SF6|Energy,kt SF6/yr,,,,,Emissions,SF6| emissions from forestry and other land use,,,,no
456,Emissions|SF6|Industrial Processes,kt SF6/yr,,,,,Emissions,SF6 emissions from industrial processes,,,,no
457,Emissions|SF6|Industrial Processes|Chemicals,kt SF6/yr,,,,,Emissions,"SF6 emissions from industrial processes (excl. fuel combustion IPCC 1A2) in the chemicals sector  (IPCC categories 2A, B, C, E)",,,,no
458,Emissions|SF6|Industrial Processes|Non-ferrous metals,kt SF6/yr,,,,,Emissions,"SF6 emissions from industrial processes (excl. fuel combustion IPCC 1A2) in the non-ferrous metals sector  (IPCC categories 2A, B, C, E)",,,,no
459,Emissions|SF6|Industrial Processes|Other,kt SF6/yr,,,,,Emissions,"SF6 emissions from industrial processes (excl. fuel combustion IPCC 1A2) in the other sector (All other production, please specify in comments tab) (IPCC categories 2A, B, C, E)",,,,no
460,Emissions|SF6|Industrial Processes|Steel,kt SF6/yr,,,,,Emissions,"SF6 emissions from industrial processes (excl. fuel combustion IPCC 1A2) in the steel sector  (IPCC categories 2A, B, C, E)",,,,no
461,Emissions|SF6|Waste,kt SF6/yr,,,,,Emissions,,,,,no
462,Emissions|Sulfur,Mt SO2/yr,Emi|SO2,Mt SO2/yr,,,Emissions,total sulfur (SO2) emissions,yes,endogenous,medium,no
463,Emissions|Sulfur|AFOLU,Mt SO2/yr,Emi|SO2|Land Use,Mt SO2/yr,,,Emissions,"sulfur emissions from agriculture, forestry and other land use (IPCC category 3)",yes,endogenous,medium,no
464,Emissions|Sulfur|AFOLU|Agriculture,Mt SO2/yr,,,,,Emissions,Sulfur|AFOLU|Agric emissions from agriculture,,,,no
465,Emissions|Sulfur|AFOLU|Land,Mt SO2/yr,,,,,Emissions,Sulfur|AFOL emissions from forestry and other land use,,,,no
466,Emissions|Sulfur|Energy,Mt SO2/yr,Emi|SO2|Energy Supply and Demand,Mt SO2/yr,,,Emissions,"sulfur emissions from energy use on supply and demand side, including fugitive emissions from fuels (IPCC category 1A, 1B)",yes,endogenous,medium,no
467,Emissions|Sulfur|Energy|Demand|Buildings,Mt SO2/yr,Emi|SO2|Energy Demand|ResCom,Mt SO2/yr,,,Emissions,"sulfur emissions from fuel combustion in residential, commercial, institutional sectors (IPCC category 1A4a, 1A4b)",yes,endogenous,medium,no
468,Emissions|Sulfur|Energy|Demand|Buildings|Commercial,Mt CO2/yr,,,,,Emissions,"Sulfur emissions from fuel combustion in commercial sector (IPCC category 1A4a, 1A4b) ",,,,no
469,Emissions|Sulfur|Energy|Demand|Buildings|Residential,Mt CO2/yr,,,,,Emissions,"Sulfur emissions from fuel combustion in residential sector (IPCC category 1A4a, 1A4b) ",,,,no
470,Emissions|Sulfur|Energy|Demand|Buildings|Residential and Commercial,Mt CO2/yr,,,,,Emissions,"Sulfur emissions from fuel combustion in residential and commercial sector (IPCC category 1A4a, 1A4b) ",,,,no
471,Emissions|Sulfur|Energy|Demand|Industry,Mt SO2/yr,Emi|SO2|Energy Demand|Industry,Mt SO2/yr,,,Emissions,sulfur emissions from fuel combustion in industry (IPCC category 1A2),yes,endogenous,medium,no
472,Emissions|Sulfur|Energy|Demand|Transportation,Mt SO2/yr,Emi|SO2|Energy Demand|Transport,Mt SO2/yr,,,Emissions,"sulfur emissions from fuel combustion in transportation sector (IPCC category 1A3), excluding pipeline emissions (IPCC category 1A3ei)",yes,endogenous,medium,no
473,Emissions|Sulfur|Energy|Demand|Transportation|Freight,Mt SO2/yr,,,,,Emissions,"Sulfur emissions from fuel combustion in Freight transportation sector (part of IPCC category 1A3), excluding pipeline emissions (IPCC category 1A3ei)",,,,no
474,Emissions|Sulfur|Energy|Demand|Transportation|Passenger,Mt SO2/yr,,,,,Emissions,"Sulfur emissions from fuel combustion in Passenger transportation sector (part of IPCC category 1A3), excluding pipeline emissions (IPCC category 1A3ei)",,,,no
475,Emissions|Sulfur|Energy|Supply,Mt SO2/yr,Emi|SO2|Energy Supply,Mt SO2/yr,,,Emissions,"sulfur emissions from fuel combustion and fugitive emissions from fuels: electricity and heat production and distribution (IPCC category 1A1a), other energy conversion (e.g. refineries, synfuel production, solid fuel processing, IPCC category 1Ab, 1Ac), incl. pipeline transportation (IPCC category 1A3ei), fugitive emissions from fuels (IPCC category 1B) and emissions from carbon dioxide transport and storage (IPCC category 1C)",yes,endogenous,medium,no
476,Emissions|Sulfur|Industrial Processes,Mt SO2/yr,,,,,Emissions,Sulfur emissions from industrial processes,,,,no
477,Emissions|Sulfur|Other,Mt SO2/yr,,,,,Emissions,sulfur emissions from other sources (please provide a definition of other sources in this category in the 'comments' tab),,,,no
478,Emissions|Sulfur|Waste,Mt SO2/yr,Emi|SO2|Waste,Mt SO2/yr,,,Emissions,,yes,endogenous,medium,no
479,Emissions|VOC,Mt VOC/yr,Emi|VOC,Mt VOC/yr,,,Emissions,total volatile organic compound (VOC) emissions,yes,endogenous,medium,no
480,Emissions|VOC|AFOLU,Mt VOC/yr,Emi|VOC|Land Use,Mt VOC/yr,,,Emissions,land use based volatile organic compounds Emissions,yes,endogenous,medium,no
481,Emissions|VOC|AFOLU|Agriculture,Mt VOC/yr,,,,,Emissions,VOC|AFOLU|Agric emissions from agriculture,,,,no
482,Emissions|VOC|AFOLU|Land,Mt VOC/yr,,,,,Emissions,VOC|AFOL emissions from forestry and other land use,,,,no
483,Emissions|VOC|Energy,Mt VOC/yr,Emi|VOC|Energy Supply and Demand,Mt VOC/yr,,,Emissions,"volatile organic compounds emissions from energy use on supply and demand side, including fugitive emissions from fuels (IPCC category 1A, 1B)",yes,endogenous,medium,no
484,Emissions|VOC|Energy|Demand|Buildings,Mt VOC/yr,Emi|VOC|Energy Demand|ResCom,Mt VOC/yr,,,Emissions,"volatile organic compounds Emissions from Combustion in Residential and Commercial/Institutional Sectors (IPCC 1A4A, 1A4B)",yes,endogenous,medium,no
485,Emissions|VOC|Energy|Demand|Buildings|Commercial,Mt CO2/yr,,,,,Emissions,"VOC emissions from fuel combustion in commercial sector (IPCC category 1A4a, 1A4b) ",,,,no
486,Emissions|VOC|Energy|Demand|Buildings|Residential,Mt CO2/yr,,,,,Emissions,"VOC emissions from fuel combustion in residential sector (IPCC category 1A4a, 1A4b) ",,,,no
487,Emissions|VOC|Energy|Demand|Buildings|Residential and Commercial,Mt CO2/yr,,,,,Emissions,"VOC emissions from fuel combustion in residential and commercial sector (IPCC category 1A4a, 1A4b) ",,,,no
488,Emissions|VOC|Energy|Demand|Industry,Mt VOC/yr,Emi|VOC|Energy Demand|Industry,Mt VOC/yr,,,Emissions,volatile organic compounds Emissions from Combustion in industry (IPCC 1A2) and industrial processes (IPCC 2C1-2C5),yes,endogenous,medium,no
489,Emissions|VOC|Energy|Demand|Transportation,Mt VOC/yr,Emi|VOC|Energy Demand|Transport,Mt VOC/yr,,,Emissions,volatile organic compounds Emissions from Combustion in Transportation Sector (IPCC category 1A3),yes,endogenous,medium,no
490,Emissions|VOC|Energy|Demand|Transportation|Freight,Mt VOC/yr,,,,,Emissions,"VOC emissions from fuel combustion in Freight transportation sector (part of IPCC category 1A3), excluding pipeline emissions (IPCC category 1A3ei)",,,,no
491,Emissions|VOC|Energy|Demand|Transportation|Passenger,Mt VOC/yr,,,,,Emissions,"VOC emissions from fuel combustion in Passenger transportation sector (part of IPCC category 1A3), excluding pipeline emissions (IPCC category 1A3ei)",,,,no
492,Emissions|VOC|Energy|Supply,Mt VOC/yr,Emi|VOC|Energy Supply,Mt VOC/yr,,,Emissions,"volatile organic compounds Emissions from Extraction and Distribution of Fossil Fuels (including fugitive Emissions, IPCC category 1B); Electricity production and distribution, district heating and other energy conversion (e.g. refineries, synfuel production)",yes,endogenous,medium,no
493,Emissions|VOC|Industrial Processes,Mt VOC/yr,,,,,Emissions,VOC emissions from industrial processes,,,,no
494,Emissions|VOC|Other,Mt VOC/yr,,,,,Emissions,volatile organic compounds Emissions from other energy end-use sectors that do not fit to any other category (please provide a definition of the sectors in this category in the 'comments' tab),,,,no
495,Emissions|VOC|Waste,Mt VOC/yr,Emi|VOC|Waste,Mt VOC/yr,,,Emissions,,yes,endogenous,medium,no
496,Employment|Industry|Energy,million,,,,,Employment,Number of employed inhabitants (payrolls) in energy related industries (based on ILO classification),,,,no
497,Employment|Industry|Energy Intensive,million,,,,,Employment,Number of employed inhabitants (payrolls) in energy-intensive industry (based on ILO classification),,,,no
498,Employment|Industry|Manufacturing,million,,,,,Employment,Number of employed inhabitants (payrolls) in manufacturing industries (based on ILO classification),,,,no
499,Employment|Skilled,million,,,,,Employment,Number of people employed in skilled labour categories,,,,no
500,Employment|Unskilled,million,,,,,Employment,Number of people employed in unskilled labour categories,,,,no
501,Employment|Unskilled|Rate,%,,,,,Employment,Percentage of people employed in unskilled labour categories,,,,no
502,Income|LQ25,US$2010/capita,,,,,Employment,Lower quartile (p25) annual income per capita,,,,no
503,Income|Median,US$2010/capita,,,,,Employment,Median annual income per capita,,,,no
504,Capacity Additions|Electricity|Biomass,GW/yr,New Cap|Electricity|Biomass,GW,,,Energy,Capacity additions of all biomass power plants (yearly average additions between previos and current model time step),yes,endogenous,high,no
505,Capacity Additions|Electricity|Biomass|w/ CCS,GW/yr,New Cap|Electricity|Biomass|w/ CCS,GW,,,Energy,Capacity additions of biomass power plants with CCS (yearly average additions between previos and current model time step),yes,endogenous,high,no
506,Capacity Additions|Electricity|Biomass|w/o CCS,GW/yr,New Cap|Electricity|Biomass|w/o CCS,GW,,,Energy,Capacity additions of biomass power plants without CCS (yearly average additions between previos and current model time step),yes,endogenous,high,no
507,Capacity Additions|Electricity|Coal,GW/yr,New Cap|Electricity|Coal,GW,,,Energy,Capacity additions of all coal power plants (yearly average additions between previos and current model time step),yes,endogenous,high,no
508,Capacity Additions|Electricity|Coal|w/ CCS,GW/yr,New Cap|Electricity|Coal|w/ CCS,GW,,,Energy,Capacity additions of coal power plants with CCS (yearly average additions between previos and current model time step),yes,endogenous,high,no
509,Capacity Additions|Electricity|Coal|w/o CCS,GW/yr,New Cap|Electricity|Coal|w/o CCS,GW,,,Energy,Capacity additions of coal power plants without CCS (yearly average additions between previos and current model time step),yes,endogenous,high,no
510,Capacity Additions|Electricity|Gas,GW/yr,New Cap|Electricity|Gas,GW,,,Energy,Capacity additions of all gas power plants (yearly average additions between previos and current model time step),yes,endogenous,high,no
511,Capacity Additions|Electricity|Gas|w/ CCS,GW/yr,New Cap|Electricity|Gas|w/ CCS,GW,,,Energy,Capacity additions of gas power plants with CCS (yearly average additions between previos and current model time step),yes,endogenous,high,no
512,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,New Cap|Electricity|Gas|w/o CCS,GW,,,Energy,Capacity additions of gas power plants without CCS (yearly average additions between previos and current model time step),yes,endogenous,high,no
513,Capacity Additions|Electricity|Geothermal,GW/yr,TODO,GW,,,Energy,Capacity additions of geothermal power plants (yearly average additions between previos and current model time step),yes,endogenous,high,no
514,Capacity Additions|Electricity|Hydro,GW/yr,New Cap|Electricity|Hydro,GW,,,Energy,Capacity additions of hydropower plants (yearly average additions between previos and current model time step),yes,endogenous,high,no
515,Capacity Additions|Electricity|Nuclear,GW/yr,New Cap|Electricity|Nuclear,GW,,,Energy,Capacity additions of nuclear power plants (yearly average additions between previos and current model time step),yes,endogenous,high,no
516,Capacity Additions|Electricity|Oil,GW/yr,,,,,Energy,Capacity additions of all oil power plants (yearly average additions between previos and current model time step),,,,no
517,Capacity Additions|Electricity|Oil|w/ CCS,GW/yr,,,,,Energy,Capacity additions of oil power plants with CCS (yearly average additions between previos and current model time step),,,,no
518,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,TODO,GW,,,Energy,Capacity additions of oil power plants without CCS (yearly average additions between previos and current model time step),yes,endogenous,high,no
519,Capacity Additions|Electricity|Solar,GW/yr,New Cap|Electricity|Solar,GW,,,Energy,Capacity additions of solar power plants (yearly average additions between previos and current model time step),yes,endogenous,high,no
520,Capacity Additions|Electricity|Solar|CSP,GW/yr,New Cap|Electricity|Solar|CSP,GW,,,Energy,Capacity additions of concentrated solar power plants (yearly average additions between previos and current model time step),yes,endogenous,high,no
521,Capacity Additions|Electricity|Solar|PV,GW/yr,New Cap|Electricity|Solar|PV,GW,,,Energy,Capacity additions of solar PV (yearly average additions between previos and current model time step),yes,endogenous,high,no
522,Capacity Additions|Electricity|Storage Capacity,GWh/yr,New Cap|Electricity|Storage|Battery,GW,,,Energy,Capacity additions of electricity storage capacity (yearly average additions between previos and current model time step),yes,endogenous,high,no
523,Capacity Additions|Electricity|Transmissions Grid,GWkm/yr,,,,,Energy,Capacity additions of electricity storage (yearly average additions between previos and current model time step),,,,no
524,Capacity Additions|Electricity|Wind,GW/yr,New Cap|Electricity|Wind,GW,,,Energy,Capacity additions of wind power plants (onshore and offshore) (yearly average additions between previos and current model time step),yes,endogenous,high,no
525,Capacity Additions|Electricity|Wind|Offshore,GW/yr,,,,,Energy,Capacity additions of wind power plants (ooffshore) (yearly average additions between previos and current model time step),,,,no
526,Capacity Additions|Electricity|Wind|Onshore,GW/yr,,,,,Energy,Capacity additions of wind power plants (onshore) (yearly average additions between previos and current model time step),,,,no
527,Capacity|Electricity,GW,Cap|Electricity,GW,,,Energy,total installed electricity generation capacity,yes,endogenous,high,no
528,Capacity|Electricity|Biomass,GW,Cap|Electricity|Biomass,GW,,,Energy,total installed electricity generation capacity of biomass power plants,yes,endogenous,high,no
529,Capacity|Electricity|Biomass|w/ CCS,GW,Cap|Electricity|Biomass|w/ CCS,GW,,,Energy,"Total installed (available) capacity of biomass power plants with CCS, including plants held in an operating reserve. The installed (available) capacity of CCS biomass power plants by plant type for which capital costs are reported should be reported by adding variables Capacity|Electricity|Biomass|w/ CCS|1, ..., Capacity|Electricity|Biomass|w/ CCS|N (matching the assignment of plant types to technologies in the reporting of capital costs as documented in the comments sheet). ",yes,endogenous,high,no
